#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	NveB E(PSI)	Mono E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions	chr	strand	Junctions coords	Exons coords	IR coords	UCSC LSV Link
GNL3L	ENSG00000130119	ENSG00000130119:t:54532520-54532585	0.3284493916370891;-0.3284494121963525	0.8605759455386427;0.8605759661707809	6.193492345216069e-06;6.19387115419201e-06	0.115;0.885	0.485;0.515	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chrX	+	54530302-54532520;54530419-54532520	54530211-54530302;54530313-54530419;54532520-54532585		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A54532585-54530211
DKC1	ENSG00000130826	ENSG00000130826:s:154767256-154767382	0.00010312394837856506;0.24622498984173644;0.0019484855781397796;-0.267659068652226	3.2120203163978493e-09;0.7075725284828515;1.7760682025081667e-07;0.7824078623599922	0.0012148694442312216;6.26784070252928e-07;0.0002601767302544288;4.947431611057596e-07	0.002;0.235;0.002;0.760	0.004;0.513;0.020;0.464	s|1e1.2o3|1e1.3o3|1e2.1o1|i	False	True	True	4	3	1;1;1;0	chrX	+	154767382-154768269;154767382-154768302;154767382-154770759;154767383-154768023	154767256-154767382;154768024-154768432;154770759-154770879	154767383-154768023	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A154770879-154767256
NDFIP1	ENSG00000131507	ENSG00000131507:s:142135730-142135817	0.27497914577194116;-0.2749790977791797	0.9285580031204527;0.9285579245381244	1.0716043151092568e-07;1.0720123022611716e-07	0.042;0.958	0.319;0.681	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1;0	chr5	+	142135817-142137734;142135817-142140563	142135730-142135817;142137734-142138192;142140563-142140629		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A142140629-142135730
NDFIP1	ENSG00000131507	ENSG00000131507:t:142140563-142140629	-0.24180142632488005;0.24180150709264453	0.8347689765311654;0.8347690682692877	5.7367732453350584e-08;5.737066227781904e-08	0.982;0.018	0.730;0.270	t|1e1.1o1|1e2.1o2	False	False	True	2	3	0;1	chr5	+	142135817-142140563;142137858-142140563	142135730-142135817;142137734-142138192;142140563-142140629		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A142140629-142135730
UBE2G1	ENSG00000132388	ENSG00000132388:t:4282798-4282921	-0.1610421811291478;0.20932732665651865;-0.039073199567331934	0.24630099646239484;0.5750549326216482;1.5815463906769737e-06	3.799888200761714e-07;8.452733155901376e-08;5.267362569150169e-05	0.402;0.519;0.082	0.231;0.734;0.036	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr17	-	4282921-4307021;4282921-4289230;4282922-4289229	4282798-4282921;4289230-4289408;4307021-4307123	4282922-4289229	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A4307123-4282798
AP4B1	ENSG00000134262	ENSG00000134262:s:113904605-113904844	0.2178181242305446;0.0030975058661455667;0.01059865576338004;0.02230218874896356;-0.3231495686744604	0.5899373372383483;1.7006237487127234e-06;2.1832889412598543e-05;0.00016005362272508705;0.9188501151239483	7.61271756695477e-07;0.00014128899719631353;7.247697574217998e-05;3.908564925652229e-05;2.0864705174705733e-07	0.213;0.001;0.013;0.019;0.753	0.465;0.023;0.042;0.062;0.408	s|1e1.1o2|1e1.2o2|1e2.2o2|1e3.1o1|i	False	True	True	5	4	1;1;1;1;0	chr1	-	113902862-113904605;113902734-113904605;113901885-113904605;113900400-113904605;113902863-113904604	113900270-113900400;113901755-113902119;113902638-113902862;113904605-113904844	113902863-113904604	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A113904844-113900270
AP4B1	ENSG00000134262	ENSG00000134262:t:113901755-113902119	0.015983383897236778;0.19263717904926214;-0.2394007177631009	0.00013119389439530948;0.4829363034868921;0.6711838540280948	4.3701963652705586e-05;1.3014374090833392e-06;8.197094365502977e-07	0.013;0.283;0.704	0.052;0.522;0.426	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr1	-	113901885-113904605;113901885-113902638;113902120-113902637	113901755-113902119;113902638-113902862;113904605-113904844	113902120-113902637	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A113904844-113901755
TAOK3	ENSG00000135090	ENSG00000135090:t:118266655-118266759	0.47899691480220175;-0.01444828198320463;-0.1983018573150444;-0.11392743207359773;-0.004303887463477006;0.00044287322228782263;-0.00018214252870817334	0.9987230722331338;0.00041431427394081815;0.47198264408698865;0.1053159452402857;3.578664584378717e-05;4.4931860983651e-07;4.4258795004923953e-07	1.8126447336107654e-07;9.541671940760388e-05;2.447508545833088e-06;1.0616881079283935e-05;0.00017526647333998557;0.0007654046283160909;0.00035603352171598157	0.492;0.058;0.244;0.167;0.031;0.004;0.004	0.975;0.002;0.002;0.002;0.002;0.016;0.002	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	True	False	True	7	7	1;1;1;1;1;1;1	chr12	-	118266759-118372648;118266759-118359521;118266759-118359506;118266759-118358919;118266759-118296942;118266759-118295240;118266759-118283605	118266655-118266759;118283605-118283702;118295240-118295381;118296942-118297163;118358919-118359166;118359506-118359720;118372648-118372907		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A118372907-118266655
MICAL1	ENSG00000135596	ENSG00000135596:s:109447681-109447722	-0.04245977930298215;0.23468250586924258;-0.17556841039993643	9.456475009079325e-07;0.7346776192736212;0.34945735346713647	2.1106531826853292e-05;4.096661501855935e-08;3.462912235852045e-07	0.113;0.367;0.519	0.058;0.607;0.336	s|1e1.1o2|1e1.2o2|i	False	True	False	3	2	0;1;0	chr6	-	109447577-109447681;109447440-109447681;109447578-109447680	109447357-109447577;109447681-109447722	109447578-109447680	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A109447722-109447357
MICAL1	ENSG00000135596	ENSG00000135596:t:109453939-109454239	0.0002061005999375539;0.27803339350055495;0.013473781898446025;-0.09063340778306078;1.371735381013218e-06;-0.18253941346231828	7.960191210027106e-21;0.8673310349314631;2.661492298772312e-07;0.0011969368749300653;7.941106494348022e-21;0.42333740907991224	0.004401904851342044;1.0341399178925701e-07;0.00020899655926717242;1.9841363980699356e-06;0.13911688191465826;7.279925977599078e-07	0.001;0.354;0.028;0.126;0.006;0.487	0.011;0.643;0.048;0.011;0.002;0.285	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i	False	False	True	6	6	1;1;1;0;1;0	chr6	-	109454239-109465664;109454239-109455719;109454239-109455611;109454239-109455161;109454239-109454680;109454240-109454679	109453939-109454239;109454680-109454890;109455161-nan;109455611-109455645;109455719-109455772;109465664-109465968	109454240-109454679	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A109465968-109453939
RC3H1	ENSG00000135870	ENSG00000135870:t:173941265-173941449	-0.21855162556837726;0.21855164184527467	0.6242246511373153;0.6242247233297121	1.06702223978683e-06;1.066956515879813e-06	0.954;0.046	0.727;0.273	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0;1	chr1	-	173941380-173946476;173941380-173943442	173941265-173941449;173943442-173943615;173946476-173946608		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A173946608-173941265
RNF144B	ENSG00000137393	ENSG00000137393:s:18399499-18399699	0.43375306162794747;-0.4337530225842223	0.9984387521207257;0.9984387570458776	4.924930920762373e-07;4.924143360840461e-07	0.107;0.893	0.534;0.466	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr6	+	18399699-18401957;18399699-18427581	18399499-18399699;18401957-18402095;18427581-18427685		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A18427685-18399499
RTCA	ENSG00000137996	ENSG00000137996:s:100266524-100266929	0.0013087982023178655;-0.28652025796076336;-0.021239514142065888;0.3637451884805142	0.0005638313086278032;0.7369224121801887;0.002164138961152817;0.8626114697130306	0.00010390676671362398;1.0268000940394373e-05;6.336777221482848e-05;9.226942937748915e-06	0.042;0.508;0.075;0.375	0.046;0.156;0.009;0.790	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	False	True	True	4	4	1;1;1;1	chr1	+	100266624-100267166;100266624-100267500;100266624-100268074;100266624-100268152	100266524-100266929;100267166-100267245;100267500-100267538;100268074-100268295		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A100268295-100266524
WARS1	ENSG00000140105	ENSG00000140105:t:100353687-100353869	0.23070718414780875;-0.23070719404510676	0.6933572541532836;0.6933571826711251	9.700148938239307e-08;9.700797320988386e-08	0.410;0.590	0.650;0.350	t|1e1.4o5|i	False	False	False	2	2	1;1	chr14	-	100353869-100354447;100353870-100354192	100353687-100353869;100354445-100354566	100353870-100354192	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A100354566-100353687
WARS1	ENSG00000140105	ENSG00000140105:t:100369087-100369258	-0.39428316597972557;0.39146547265275855;-2.100703655348841e-05;-0.0005369896114201305;-2.100703655348841e-05	0.9973719984012481;0.9975543430349932;6.3096857662615596e-21;3.7025247733956266e-09;6.3096857662615596e-21	2.3396560799859856e-08;2.1049279193627584e-08;0.003274187468559675;0.0016938826050905131;0.003274187468559675	0.637;0.343;0.003;0.015;0.003	0.241;0.738;0.000;0.010;0.010	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	1;1;1;1;1	chr14	-	100369258-100376260;100369258-100375283;100369258-100374776;100369258-100374136;100369258-100373980	100369087-100369258;100373980-100374064;100374136-100374265;100374776-100374949;100375283-100375475;100376260-100376805		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A100376805-100369087
CDAN1	ENSG00000140326	ENSG00000140326:s:42726310-42726417	0.26334122831170675;-0.2633411920122806	0.637320441885399;0.6373204479842519	1.3316342156521194e-05;1.331706056206805e-05	0.140;0.860	0.500;0.500	s|1e1.1o1|1e2.1o3	False	False	True	2	3	1;1	chr15	-	42726160-42726310;42725670-42726310	42725489-42725670;42726097-42726160;42726310-42726417		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A42726417-42725489
SRP9	ENSG00000143742	ENSG00000143742:s:225786862-225787179	0.005741975158923472;0.1831484934878775;-0.20453667566283343	2.826027432202249e-05;0.45330809750768003;0.5327115018025096	7.433457469232033e-05;1.885856583580623e-06;1.5979726535331196e-06	0.016;0.400;0.585	0.033;0.642;0.325	s|1e1.1o1|1e2.1o2|i	False	False	True	3	3	1;1;0	chr1	+	225786985-225789034;225786985-225789240;225787180-225787970	225786862-225787179;225789034-225789141;225789240-225790468	225787180-225787970	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A225790468-225786862
EAF1	ENSG00000144597	ENSG00000144597:s:15429913-15430007	0.2711091190792293;-0.23433851726467994;-0.022533407405565864	0.8507962687931055;0.7008113421367269;0.00029776888627744446	8.360325821170133e-08;8.702969733764832e-08;2.474239741023787e-05	0.450;0.402;0.151	0.733;0.153;0.113	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr3	+	15430007-15432087;15430007-15434348;15430008-15432086	15429913-15430007;15432087-15432223;15434348-15434538	15430008-15432086	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A15434538-15429913
EAF1	ENSG00000144597	ENSG00000144597:t:15434348-15434538	-0.26196399214642685;0.2828717543014756;-0.012368692799251006	0.8231044800757834;0.8767251361034912;0.00015278071744793254	7.576503868733653e-08;1.0140923601899853e-07;3.652701113454615e-05	0.454;0.416;0.131	0.178;0.712;0.110	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr3	+	15430007-15434348;15432223-15434348;15432224-15434347	15429913-15430007;15432087-15432223;15434348-15434538	15432224-15434347	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A15434538-15429913
