Gene stable ID	Tropical clawed frog gene stable ID	Tropical clawed frog homology type
ENSDARG00000005754	ENSXETG00000002257	ortholog_one2many
ENSDARG00000103165		
ENSDARG00000101217		
ENSDARG00000062142	ENSXETG00000015266	ortholog_one2one
ENSDARG00000088402	ENSXETG00000038667	ortholog_one2one
ENSDARG00000052361		
ENSDARG00000004580	ENSXETG00000012527	ortholog_one2one
ENSDARG00000078558		
ENSDARG00000087469	ENSXETG00000003338	ortholog_one2many
ENSDARG00000038066	ENSXETG00000001594	ortholog_one2one
ENSDARG00000001933		
ENSDARG00000055713	ENSXETG00000003221	ortholog_one2many
ENSDARG00000040352	ENSXETG00000002494	ortholog_one2one
ENSDARG00000040705	ENSXETG00000024709	ortholog_one2many
ENSDARG00000095863		
ENSDARG00000040985	ENSXETG00000020665	ortholog_one2one
ENSDARG00000020610	ENSXETG00000017086	ortholog_one2many
ENSDARG00000093781	ENSXETG00000037765	ortholog_one2one
ENSDARG00000035471		
ENSDARG00000116254		
ENSDARG00000074166	ENSXETG00000017697	ortholog_one2one
ENSDARG00000091633		
ENSDARG00000096359	ENSXETG00000020444	ortholog_one2one
ENSDARG00000002333	ENSXETG00000009948	ortholog_one2many
ENSDARG00000070626	ENSXETG00000010046	ortholog_one2many
ENSDARG00000071143		
ENSDARG00000052701	ENSXETG00000000421	ortholog_one2many
ENSDARG00000058127	ENSXETG00000012703	ortholog_many2many
ENSDARG00000100823	ENSXETG00000049500	ortholog_one2one
ENSDARG00000055855	ENSXETG00000023514	ortholog_one2many
ENSDARG00000105665		
ENSDARG00000043697	ENSXETG00000010128	ortholog_one2many
ENSDARG00000077609	ENSXETG00000016016	ortholog_one2many
ENSDARG00000054331	ENSXETG00000010987	ortholog_one2many
ENSDARG00000038793		
ENSDARG00000063677	ENSXETG00000008813	ortholog_one2one
ENSDARG00000076748	ENSXETG00000020288	ortholog_one2one
ENSDARG00000001559	ENSXETG00000025047	ortholog_one2one
ENSDARG00000044059	ENSXETG00000043657	ortholog_one2many
ENSDARG00000008200	ENSXETG00000013007	ortholog_one2many
ENSDARG00000024189	ENSXETG00000021158	ortholog_one2many
ENSDARG00000103498		
ENSDARG00000059459	ENSXETG00000025802	ortholog_one2one
ENSDARG00000042000	ENSXETG00000021156	ortholog_many2many
ENSDARG00000010601	ENSXETG00000016494	ortholog_one2one
ENSDARG00000078474	ENSXETG00000033029	ortholog_one2many
ENSDARG00000057863		
ENSDARG00000095894		
ENSDARG00000013110	ENSXETG00000010540	ortholog_one2one
ENSDARG00000097001		
ENSDARG00000098228	ENSXETG00000003925	ortholog_one2many
ENSDARG00000059196		
ENSDARG00000038967	ENSXETG00000008183	ortholog_one2many
ENSDARG00000009372	ENSXETG00000047508	ortholog_one2many
ENSDARG00000021811		
ENSDARG00000036064	ENSXETG00000041879	ortholog_one2one
ENSDARG00000077040	ENSXETG00000009700	ortholog_one2many
ENSDARG00000098934	ENSXETG00000013414	ortholog_one2one
ENSDARG00000095851		
ENSDARG00000110915		
ENSDARG00000005772	ENSXETG00000033574	ortholog_one2one
ENSDARG00000103226	ENSXETG00000008945	ortholog_one2one
ENSDARG00000021590		
ENSDARG00000101190	ENSXETG00000047999	ortholog_one2many
ENSDARG00000033950		
ENSDARG00000097644		
ENSDARG00000005271	ENSXETG00000037517	ortholog_one2one
ENSDARG00000094370		
ENSDARG00000070755	ENSXETG00000038447	ortholog_many2many
ENSDARG00000070755	ENSXETG00000041335	ortholog_many2many
ENSDARG00000021369	ENSXETG00000048875	ortholog_one2one
ENSDARG00000100590		
ENSDARG00000009748	ENSXETG00000006035	ortholog_one2one
ENSDARG00000096546	ENSXETG00000010095	ortholog_one2many
ENSDARG00000044264		
ENSDARG00000002194	ENSXETG00000003690	ortholog_one2one
ENSDARG00000101222	ENSXETG00000027631	ortholog_one2many
ENSDARG00000069199		
ENSDARG00000057869		
ENSDARG00000103024		
ENSDARG00000016811	ENSXETG00000041740	ortholog_one2one
ENSDARG00000006370	ENSXETG00000008095	ortholog_one2one
ENSDARG00000089885	ENSXETG00000021814	ortholog_one2many
ENSDARG00000068221	ENSXETG00000034779	ortholog_one2many
ENSDARG00000075853	ENSXETG00000006205	ortholog_one2one
ENSDARG00000092299		
ENSDARG00000093546		
ENSDARG00000075560	ENSXETG00000009730	ortholog_one2many
ENSDARG00000098744		
ENSDARG00000094958		
ENSDARG00000092463	ENSXETG00000003427	ortholog_one2one
ENSDARG00000035741	ENSXETG00000014955	ortholog_one2one
ENSDARG00000076530		
ENSDARG00000070787	ENSXETG00000006970	ortholog_one2many
ENSDARG00000007024	ENSXETG00000008648	ortholog_one2one
ENSDARG00000094709	ENSXETG00000037670	ortholog_one2one
ENSDARG00000069765	ENSXETG00000020358	ortholog_one2many
ENSDARG00000058503		
ENSDARG00000062521	ENSXETG00000000852	ortholog_one2one
ENSDARG00000020656		
ENSDARG00000074815		
ENSDARG00000067824	ENSXETG00000010874	ortholog_one2one
ENSDARG00000068894	ENSXETG00000023130	ortholog_one2many
ENSDARG00000090106	ENSXETG00000040347	ortholog_one2many
ENSDARG00000088639		
ENSDARG00000069515	ENSXETG00000031389	ortholog_one2one
ENSDARG00000022718	ENSXETG00000019121	ortholog_one2one
ENSDARG00000105292		
ENSDARG00000033144	ENSXETG00000014616	ortholog_one2one
ENSDARG00000070513	ENSXETG00000033963	ortholog_one2many
ENSDARG00000021021	ENSXETG00000007044	ortholog_many2many
ENSDARG00000021021	ENSXETG00000001933	ortholog_many2many
ENSDARG00000077877		
ENSDARG00000062995	ENSXETG00000004592	ortholog_one2many
ENSDARG00000014053	ENSXETG00000022336	ortholog_one2many
ENSDARG00000077560	ENSXETG00000006844	ortholog_one2many
ENSDARG00000086699	ENSXETG00000043765	ortholog_one2one
ENSDARG00000099448	ENSXETG00000030848	ortholog_one2one
ENSDARG00000086034	ENSXETG00000009243	ortholog_one2many
ENSDARG00000043554	ENSXETG00000018600	ortholog_one2one
ENSDARG00000103494	ENSXETG00000039328	ortholog_one2many
ENSDARG00000099174		
ENSDARG00000104472		
ENSDARG00000061191	ENSXETG00000015750	ortholog_one2many
ENSDARG00000025693	ENSXETG00000043781	ortholog_one2one
ENSDARG00000090676	ENSXETG00000016434	ortholog_one2many
ENSDARG00000068261	ENSXETG00000020160	ortholog_one2one
ENSDARG00000017294	ENSXETG00000007317	ortholog_one2many
ENSDARG00000012353	ENSXETG00000030788	ortholog_one2one
ENSDARG00000007825	ENSXETG00000015887	ortholog_one2one
ENSDARG00000095636		
ENSDARG00000012586	ENSXETG00000021703	ortholog_one2one
ENSDARG00000043643	ENSXETG00000013029	ortholog_one2one
ENSDARG00000034309	ENSXETG00000033101	ortholog_one2one
ENSDARG00000002285	ENSXETG00000006812	ortholog_one2many
ENSDARG00000103358		
ENSDARG00000015921	ENSXETG00000016975	ortholog_one2one
ENSDARG00000091624		
ENSDARG00000102363	ENSXETG00000045617	ortholog_one2many
ENSDARG00000094538		
ENSDARG00000062951	ENSXETG00000013322	ortholog_one2one
ENSDARG00000103224		
ENSDARG00000007804	ENSXETG00000013828	ortholog_one2one
ENSDARG00000016439	ENSXETG00000005504	ortholog_one2many
ENSDARG00000103659		
ENSDARG00000103245		
ENSDARG00000060991	ENSXETG00000036965	ortholog_one2one
ENSDARG00000105505		
ENSDARG00000014348		
ENSDARG00000045913	ENSXETG00000027052	ortholog_one2one
ENSDARG00000058005	ENSXETG00000009916	ortholog_one2one
ENSDARG00000026753	ENSXETG00000017031	ortholog_one2one
ENSDARG00000012776	ENSXETG00000001526	ortholog_one2one
ENSDARG00000061603	ENSXETG00000001564	ortholog_one2many
ENSDARG00000038321		
ENSDARG00000043635	ENSXETG00000039714	ortholog_one2one
ENSDARG00000016598	ENSXETG00000027612	ortholog_one2one
ENSDARG00000097499		
ENSDARG00000101067		
ENSDARG00000011605	ENSXETG00000023066	ortholog_one2one
ENSDARG00000075441	ENSXETG00000040349	ortholog_one2one
ENSDARG00000017658	ENSXETG00000005954	ortholog_one2one
ENSDARG00000045541	ENSXETG00000023063	ortholog_one2one
ENSDARG00000078245	ENSXETG00000038299	ortholog_one2many
ENSDARG00000101206		
ENSDARG00000105771		
ENSDARG00000094442		
ENSDARG00000087254	ENSXETG00000048772	ortholog_many2many
ENSDARG00000087254	ENSXETG00000034138	ortholog_many2many
ENSDARG00000087254	ENSXETG00000045166	ortholog_many2many
ENSDARG00000087254	ENSXETG00000033454	ortholog_many2many
ENSDARG00000087254	ENSXETG00000030182	ortholog_many2many
ENSDARG00000087254	ENSXETG00000036820	ortholog_many2many
ENSDARG00000087254	ENSXETG00000047854	ortholog_many2many
ENSDARG00000079805		
ENSDARG00000093877	ENSXETG00000024469	ortholog_many2many
ENSDARG00000093877	ENSXETG00000006277	ortholog_many2many
ENSDARG00000093877	ENSXETG00000042948	ortholog_many2many
ENSDARG00000006283	ENSXETG00000022129	ortholog_one2many
ENSDARG00000094232		
ENSDARG00000076981		
ENSDARG00000107511	ENSXETG00000005648	ortholog_one2one
ENSDARG00000094302		
ENSDARG00000012297	ENSXETG00000024338	ortholog_one2many
ENSDARG00000043010		
ENSDARG00000055416		
ENSDARG00000007149	ENSXETG00000000719	ortholog_one2one
ENSDARG00000095825		
ENSDARG00000055429		
ENSDARG00000003749	ENSXETG00000016788	ortholog_one2one
ENSDARG00000101675	ENSXETG00000047702	ortholog_one2many
ENSDARG00000089681	ENSXETG00000008056	ortholog_one2one
ENSDARG00000078578	ENSXETG00000019252	ortholog_one2many
ENSDARG00000078807		
ENSDARG00000041602	ENSXETG00000004524	ortholog_one2many
ENSDARG00000103971	ENSXETG00000011571	ortholog_one2one
ENSDARG00000102264	ENSXETG00000007044	ortholog_many2many
ENSDARG00000102264	ENSXETG00000001933	ortholog_many2many
ENSDARG00000058011	ENSXETG00000039981	ortholog_one2many
ENSDARG00000103979	ENSXETG00000007937	ortholog_one2one
ENSDARG00000007842	ENSXETG00000029969	ortholog_one2many
ENSDARG00000027391		
ENSDARG00000089217	ENSXETG00000036190	ortholog_one2one
ENSDARG00000045025		
ENSDARG00000103663	ENSXETG00000015640	ortholog_one2one
ENSDARG00000060854	ENSXETG00000020907	ortholog_one2one
ENSDARG00000096843		
ENSDARG00000035852	ENSXETG00000030744	ortholog_one2many
ENSDARG00000114894		
ENSDARG00000016721	ENSXETG00000023408	ortholog_one2one
ENSDARG00000099518		
ENSDARG00000100524	ENSXETG00000020232	ortholog_one2one
ENSDARG00000088318		
ENSDARG00000102058		
ENSDARG00000043986	ENSXETG00000013793	ortholog_one2one
ENSDARG00000043857	ENSXETG00000027207	ortholog_one2one
ENSDARG00000038405		
ENSDARG00000099920		
ENSDARG00000079779		
ENSDARG00000096616		
ENSDARG00000097637		
ENSDARG00000079731	ENSXETG00000000121	ortholog_one2many
ENSDARG00000013207	ENSXETG00000011655	ortholog_one2many
ENSDARG00000100620		
ENSDARG00000114534	ENSXETG00000046306	ortholog_one2one
ENSDARG00000102543		
ENSDARG00000004167	ENSXETG00000013257	ortholog_one2one
ENSDARG00000094819		
ENSDARG00000037097	ENSXETG00000000683	ortholog_many2many
ENSDARG00000037097	ENSXETG00000042741	ortholog_many2many
ENSDARG00000037097	ENSXETG00000003335	ortholog_many2many
ENSDARG00000037097	ENSXETG00000047426	ortholog_many2many
ENSDARG00000037097	ENSXETG00000015899	ortholog_many2many
ENSDARG00000011246	ENSXETG00000013312	ortholog_one2one
ENSDARG00000097292	ENSXETG00000016188	ortholog_many2many
ENSDARG00000097292	ENSXETG00000024748	ortholog_many2many
ENSDARG00000102998	ENSXETG00000004009	ortholog_one2one
ENSDARG00000015998	ENSXETG00000012210	ortholog_one2one
ENSDARG00000073810	ENSXETG00000008550	ortholog_one2many
ENSDARG00000097906		
ENSDARG00000018968	ENSXETG00000000572	ortholog_one2many
ENSDARG00000057410	ENSXETG00000002554	ortholog_one2one
ENSDARG00000079219	ENSXETG00000007258	ortholog_one2many
ENSDARG00000058960	ENSXETG00000008729	ortholog_one2many
ENSDARG00000100235		
ENSDARG00000092892	ENSXETG00000036024	ortholog_one2many
ENSDARG00000099295		
ENSDARG00000068820	ENSXETG00000001258	ortholog_one2many
ENSDARG00000043404	ENSXETG00000026230	ortholog_one2one
ENSDARG00000076765	ENSXETG00000015184	ortholog_one2many
ENSDARG00000076765	ENSXETG00000033633	ortholog_one2many
ENSDARG00000037545		
ENSDARG00000097648	ENSXETG00000007649	ortholog_one2one
ENSDARG00000100666	ENSXETG00000022974	ortholog_one2many
ENSDARG00000068822	ENSXETG00000001257	ortholog_one2many
ENSDARG00000095674	ENSXETG00000040034	ortholog_one2one
ENSDARG00000078233	ENSXETG00000007089	ortholog_one2one
ENSDARG00000003449	ENSXETG00000005369	ortholog_one2one
ENSDARG00000053340		
ENSDARG00000099065		
ENSDARG00000087740		
ENSDARG00000096913		
ENSDARG00000055381	ENSXETG00000048957	ortholog_one2many
ENSDARG00000091215		
ENSDARG00000018270	ENSXETG00000022336	ortholog_one2many
ENSDARG00000088895		
ENSDARG00000070600	ENSXETG00000023677	ortholog_one2one
ENSDARG00000006891	ENSXETG00000015573	ortholog_one2many
ENSDARG00000058801	ENSXETG00000027754	ortholog_one2one
ENSDARG00000102256		
ENSDARG00000077467	ENSXETG00000006348	ortholog_one2one
ENSDARG00000006849	ENSXETG00000014229	ortholog_one2one
ENSDARG00000113712		
ENSDARG00000098644	ENSXETG00000045018	ortholog_many2many
ENSDARG00000098644	ENSXETG00000047211	ortholog_many2many
ENSDARG00000032820	ENSXETG00000019186	ortholog_one2many
ENSDARG00000019920	ENSXETG00000043657	ortholog_one2many
ENSDARG00000096850		
ENSDARG00000021346	ENSXETG00000008685	ortholog_one2one
ENSDARG00000037373	ENSXETG00000047140	ortholog_one2many
ENSDARG00000062919		
ENSDARG00000008818		
ENSDARG00000042285	ENSXETG00000008135	ortholog_one2one
ENSDARG00000094450		
ENSDARG00000078659		
ENSDARG00000055920		
ENSDARG00000060338	ENSXETG00000009641	ortholog_one2one
ENSDARG00000057039		
ENSDARG00000090778	ENSXETG00000003267	ortholog_one2one
ENSDARG00000002971		
ENSDARG00000097089		
ENSDARG00000074754		
ENSDARG00000032246	ENSXETG00000003024	ortholog_one2many
ENSDARG00000098800		
ENSDARG00000099384		
ENSDARG00000105375		
ENSDARG00000100223	ENSXETG00000032940	ortholog_one2many
ENSDARG00000005057	ENSXETG00000014830	ortholog_one2one
ENSDARG00000077710	ENSXETG00000001525	ortholog_one2one
ENSDARG00000016085	ENSXETG00000005409	ortholog_one2one
ENSDARG00000092908		
ENSDARG00000115889		
ENSDARG00000113555		
ENSDARG00000062811	ENSXETG00000024793	ortholog_one2one
ENSDARG00000038570		
ENSDARG00000102408		
ENSDARG00000070757		
ENSDARG00000056625	ENSXETG00000005481	ortholog_one2many
ENSDARG00000040247		
ENSDARG00000008757	ENSXETG00000012776	ortholog_one2one
ENSDARG00000096711		
ENSDARG00000075141	ENSXETG00000032195	ortholog_one2many
ENSDARG00000101540	ENSXETG00000048681	ortholog_one2one
ENSDARG00000018726	ENSXETG00000007633	ortholog_one2many
ENSDARG00000070839	ENSXETG00000023005	ortholog_one2one
ENSDARG00000044053	ENSXETG00000031786	ortholog_one2many
ENSDARG00000062457	ENSXETG00000030019	ortholog_one2one
ENSDARG00000098615		
ENSDARG00000037941		
ENSDARG00000040186	ENSXETG00000014708	ortholog_one2many
ENSDARG00000086296	ENSXETG00000040896	ortholog_many2many
ENSDARG00000086296	ENSXETG00000046338	ortholog_many2many
ENSDARG00000086296	ENSXETG00000043307	ortholog_many2many
ENSDARG00000086296	ENSXETG00000043861	ortholog_many2many
ENSDARG00000079371		
ENSDARG00000004158	ENSXETG00000011072	ortholog_one2one
ENSDARG00000098622	ENSXETG00000012929	ortholog_one2one
ENSDARG00000103681		
ENSDARG00000063258	ENSXETG00000043054	ortholog_one2one
ENSDARG00000117156	ENSXETG00000040896	ortholog_many2many
ENSDARG00000117156	ENSXETG00000046338	ortholog_many2many
ENSDARG00000117156	ENSXETG00000043307	ortholog_many2many
ENSDARG00000117156	ENSXETG00000043861	ortholog_many2many
ENSDARG00000025875	ENSXETG00000046994	ortholog_one2one
ENSDARG00000023678	ENSXETG00000002745	ortholog_one2one
ENSDARG00000005561	ENSXETG00000005076	ortholog_one2one
ENSDARG00000061216	ENSXETG00000012232	ortholog_one2one
ENSDARG00000052103	ENSXETG00000002980	ortholog_one2one
ENSDARG00000060639	ENSXETG00000016503	ortholog_one2many
ENSDARG00000096700		
ENSDARG00000092286		
ENSDARG00000096761		
ENSDARG00000058003	ENSXETG00000013283	ortholog_one2one
ENSDARG00000016584		
ENSDARG00000095527		
ENSDARG00000104314	ENSXETG00000035575	ortholog_one2one
ENSDARG00000090914	ENSXETG00000000992	ortholog_one2one
ENSDARG00000094924		
ENSDARG00000079484	ENSXETG00000003449	ortholog_one2many
ENSDARG00000018206	ENSXETG00000021669	ortholog_one2many
ENSDARG00000055722	ENSXETG00000026012	ortholog_many2many
ENSDARG00000055722	ENSXETG00000002709	ortholog_many2many
ENSDARG00000099339	ENSXETG00000005090	ortholog_one2one
ENSDARG00000013871	ENSXETG00000040151	ortholog_one2one
ENSDARG00000035148	ENSXETG00000004483	ortholog_one2one
ENSDARG00000058354	ENSXETG00000020094	ortholog_one2many
ENSDARG00000104108		
ENSDARG00000079823	ENSXETG00000027658	ortholog_one2one
ENSDARG00000093060		
ENSDARG00000052626		
ENSDARG00000042332	ENSXETG00000023101	ortholog_one2one
ENSDARG00000022845	ENSXETG00000012839	ortholog_one2one
ENSDARG00000037091	ENSXETG00000012463	ortholog_one2many
ENSDARG00000059817	ENSXETG00000015585	ortholog_one2one
ENSDARG00000074772		
ENSDARG00000036903	ENSXETG00000018127	ortholog_one2one
ENSDARG00000091860		
ENSDARG00000017220	ENSXETG00000015765	ortholog_one2one
ENSDARG00000095230		
ENSDARG00000029463	ENSXETG00000017737	ortholog_one2many
ENSDARG00000069339	ENSXETG00000020284	ortholog_one2one
ENSDARG00000018321	ENSXETG00000040868	ortholog_many2many
ENSDARG00000075593	ENSXETG00000042987	ortholog_one2one
ENSDARG00000092792		
ENSDARG00000086247		
ENSDARG00000096869		
ENSDARG00000018618	ENSXETG00000001439	ortholog_one2one
ENSDARG00000019556	ENSXETG00000009124	ortholog_one2one
ENSDARG00000013708	ENSXETG00000015489	ortholog_one2one
ENSDARG00000093313		
ENSDARG00000075027		
ENSDARG00000045131	ENSXETG00000025736	ortholog_one2one
ENSDARG00000032653	ENSXETG00000047885	ortholog_one2one
ENSDARG00000035890	ENSXETG00000046499	ortholog_one2many
ENSDARG00000039390	ENSXETG00000017922	ortholog_one2one
ENSDARG00000097528		
ENSDARG00000094401		
ENSDARG00000056015		
ENSDARG00000074363	ENSXETG00000035296	ortholog_one2one
ENSDARG00000033604	ENSXETG00000005500	ortholog_one2one
ENSDARG00000079401	ENSXETG00000038856	ortholog_many2many
ENSDARG00000079401	ENSXETG00000038676	ortholog_many2many
ENSDARG00000079401	ENSXETG00000024894	ortholog_many2many
ENSDARG00000079401	ENSXETG00000049079	ortholog_many2many
ENSDARG00000079401	ENSXETG00000048427	ortholog_many2many
ENSDARG00000079401	ENSXETG00000037397	ortholog_many2many
ENSDARG00000079401	ENSXETG00000037883	ortholog_many2many
ENSDARG00000079401	ENSXETG00000038392	ortholog_many2many
ENSDARG00000044574	ENSXETG00000032055	ortholog_one2one
ENSDARG00000078348	ENSXETG00000013417	ortholog_one2one
ENSDARG00000069627		
ENSDARG00000060687	ENSXETG00000024129	ortholog_one2one
ENSDARG00000105457		
ENSDARG00000039335	ENSXETG00000010382	ortholog_one2many
ENSDARG00000096800		
ENSDARG00000087529	ENSXETG00000039453	ortholog_one2one
ENSDARG00000077872		
ENSDARG00000033855	ENSXETG00000014984	ortholog_one2one
ENSDARG00000021059	ENSXETG00000010814	ortholog_one2one
ENSDARG00000077469	ENSXETG00000013749	ortholog_one2one
ENSDARG00000113800	ENSXETG00000044252	ortholog_one2many
ENSDARG00000035629	ENSXETG00000044397	ortholog_one2many
ENSDARG00000097384		
ENSDARG00000093465		
ENSDARG00000055833		
ENSDARG00000056378		
ENSDARG00000013856		
ENSDARG00000092501		
ENSDARG00000070037	ENSXETG00000035236	ortholog_one2one
ENSDARG00000045493		
ENSDARG00000078093	ENSXETG00000039038	ortholog_many2many
ENSDARG00000078093	ENSXETG00000043563	ortholog_many2many
ENSDARG00000078093	ENSXETG00000048262	ortholog_many2many
ENSDARG00000091136		
ENSDARG00000078042		
ENSDARG00000038882	ENSXETG00000008717	ortholog_one2one
ENSDARG00000102040		
ENSDARG00000030097		
ENSDARG00000097755		
ENSDARG00000031463	ENSXETG00000001696	ortholog_one2many
ENSDARG00000053135		
ENSDARG00000062152	ENSXETG00000024157	ortholog_one2one
ENSDARG00000044751	ENSXETG00000022357	ortholog_one2one
ENSDARG00000102807		
ENSDARG00000075528		
ENSDARG00000105206		
ENSDARG00000093516		
ENSDARG00000098082		
ENSDARG00000062978	ENSXETG00000016745	ortholog_one2one
ENSDARG00000042623	ENSXETG00000022634	ortholog_one2many
ENSDARG00000037002	ENSXETG00000009381	ortholog_many2many
ENSDARG00000036066		
ENSDARG00000104678	ENSXETG00000040896	ortholog_many2many
ENSDARG00000104678	ENSXETG00000046338	ortholog_many2many
ENSDARG00000104678	ENSXETG00000043307	ortholog_many2many
ENSDARG00000104678	ENSXETG00000043861	ortholog_many2many
ENSDARG00000090822	ENSXETG00000020341	ortholog_one2many
ENSDARG00000095015		
ENSDARG00000093463		
ENSDARG00000057273	ENSXETG00000007490	ortholog_one2many
ENSDARG00000054454	ENSXETG00000007614	ortholog_one2one
ENSDARG00000088836		
ENSDARG00000037261	ENSXETG00000005467	ortholog_one2one
ENSDARG00000095913	ENSXETG00000007044	ortholog_many2many
ENSDARG00000095913	ENSXETG00000001933	ortholog_many2many
ENSDARG00000092523		
ENSDARG00000094281		
ENSDARG00000061916	ENSXETG00000013468	ortholog_one2many
ENSDARG00000042319	ENSXETG00000006803	ortholog_one2one
ENSDARG00000105112	ENSXETG00000038579	ortholog_one2one
ENSDARG00000101292	ENSXETG00000040896	ortholog_many2many
ENSDARG00000101292	ENSXETG00000046338	ortholog_many2many
ENSDARG00000101292	ENSXETG00000043307	ortholog_many2many
ENSDARG00000101292	ENSXETG00000043861	ortholog_many2many
