EntrezGeneID,GeneSymbol,TranscriptsNumber,UniqueExonsPerGene,MaxExonPerTranscript
12994,Csn3,3,6,5
12995,Csnk2a1,1,13,13
13000,Csnk2a2,1,12,12
13001,Csnk2b,4,10,7
13002,Dnajc5,3,7,6
13003,Vcan,5,16,15
13004,Ncan,1,15,15
13006,Smc3,1,29,29
13007,Csrp1,2,7,6
13008,Csrp2,1,6,6
13009,Csrp3,2,7,6
13010,Cst3,1,3,3
13011,Cst7,1,4,4
13012,Cst8,1,4,4
13013,Cst9,1,3,3
13014,Cstb,1,3,3
13016,Ctbp1,5,11,10
13017,Ctbp2,3,12,11
13018,Ctcf,2,13,12
13019,Ctf1,3,5,3
13024,Ctla2a,2,6,5
13025,Ctla2b,2,6,5
13026,Pcyt1a,3,11,9
13030,Ctsb,1,10,10
13032,Ctsc,2,9,7
13033,Ctsd,1,9,9
13034,Ctse,1,10,10
13035,Ctsg,1,5,5
13036,Ctsh,2,14,12
13038,Ctsk,1,8,8
13039,Ctsl,1,8,8
13040,Ctss,2,9,8
13041,Ctsw,1,10,10
13043,Cttn,3,18,18
13046,Celf1,4,18,15
13047,Cux1,7,36,24
13048,Cux2,2,24,23
13051,Cx3cr1,1,2,2
13052,Cxadr,3,10,8
13056,Cyb561,2,7,7
13057,Cyba,2,6,6
13058,Cybb,1,13,13
13063,Cycs,1,3,3
13067,Cyct,1,4,4
13070,Cyp11a1,2,12,10
13072,Cyp11b2,1,9,9
13074,Cyp17a1,1,8,8
13075,Cyp19a1,4,13,10
13076,Cyp1a1,2,8,7
13077,Cyp1a2,1,7,7
13078,Cyp1b1,2,5,4
13079,Cyp21a1,1,10,10
13081,Cyp24a1,1,12,12
13082,Cyp26a1,1,7,7
13085,Cyp2a12,1,9,9
13086,Cyp2a4,1,9,9
13087,Cyp2a5,1,9,9
13088,Cyp2b10,1,9,9
13089,Cyp2b13,1,9,9
13090,Cyp2b19,1,9,9
13094,Cyp2b9,1,9,9
13095,Cyp2c29,1,9,9
13096,Cyp2c37,1,9,9
13097,Cyp2c38,1,9,9
13098,Cyp2c39,1,9,9
13099,Cyp2c40,1,9,9
13101,Cyp2d10,1,9,9
13105,Cyp2d9,1,9,9
13106,Cyp2e1,1,9,9
13107,Cyp2f2,1,10,10
13108,Cyp2g1,1,9,9
13109,Cyp2j5,1,9,9
13110,Cyp2j6,1,9,9
13112,Cyp3a11,1,13,13
13113,Cyp3a13,1,13,13
13114,Cyp3a16,1,13,13
13115,Cyp27b1,1,9,9
13116,Cyp46a1,1,15,15
13117,Cyp4a10,1,13,13
13118,Cyp4a12b,1,12,12
13119,Cyp4a14,1,12,12
13120,Cyp4b1,1,12,12
13121,Cyp51,1,10,10
13122,Cyp7a1,1,6,6
13123,Cyp7b1,1,6,6
13124,Cyp8b1,1,1,1
13131,Dab1,6,24,20
13132,Dab2,5,16,15
13134,Dach1,2,12,12
13135,Dad1,2,4,3
13136,Cd55,1,10,10
13137,Cd55b,2,10,10
13138,Dag1,7,8,5
13139,Dgka,3,28,26
13142,Dao,3,15,11
13143,Dapk2,1,12,12
13144,Dapk3,3,11,9
13162,Slc6a3,1,15,15
13163,Daxx,3,10,8
13164,Dazl,2,11,11
13166,Dbh,1,12,12
13167,Dbi,2,5,4
13168,Dbil5,1,2,2
13169,Dbnl,3,15,13
13170,Dbp,1,4,4
13171,Dbt,2,13,11
13172,Dbx1,1,4,4
13175,Dclk1,12,24,18
13176,Dcc,1,29,29
13177,Eci1,1,7,7
13178,Dck,1,7,7
13179,Dcn,2,9,8
13180,Pcbd1,1,4,4
13184,Dcpp1,1,4,4
13185,Vps26c,1,8,8
13190,Dct,1,8,8
13191,Dctn1,4,35,32
13193,Dcx,4,10,7
13194,Ddb1,1,27,27
13195,Ddc,2,16,15
13196,Asap1,5,33,31
13197,Gadd45a,1,4,4
13198,Ddit3,2,4,4
13199,Ddn,1,2,2
13200,Ddost,1,11,11
13202,Ddt,1,3,3
13204,Dhx15,2,15,14
13205,Ddx3x,1,17,17
13206,Ddx4,2,22,22
13207,Ddx5,3,17,14
13209,Ddx6,5,18,14
13211,Dhx9,1,28,28
13214,Defb1,1,2,2
13215,Defb2,1,2,2
13218,Defa29,1,2,2
13226,Defa31,1,2,2
13236,Defa25,1,2,2
13237,Defa3,1,2,2
13238,Defa4,1,1,1
13239,Defa5,1,2,2
13240,Defa6,1,2,2
13244,Degs1,2,4,3
13340,Slc29a2,1,12,12
13345,Twist2,1,2,2
13346,Des,1,9,9
13347,Dffa,2,7,6
13349,Ackr1,1,2,2
13350,Dgat1,1,17,17
13353,Dgcr6,3,8,6
13356,Dgcr2,2,11,10
13358,Slc25a1,1,9,9
13360,Dhcr7,1,9,9
13361,Dhfr,1,6,6
13363,Dhh,1,3,3
13367,Diaph1,3,29,29
13368,Dffb,1,7,7
13370,Dio1,1,4,4
13371,Dio2,1,2,2
13380,Dkk1,1,4,4
13382,Dld,1,14,14
13383,Dlg1,7,33,26
13384,Mpp3,1,19,19
13385,Dlg4,2,21,20
13386,Dlk1,4,10,6
13388,Dll1,1,11,11
13389,Dll3,1,9,9
13390,Dlx1,1,3,3
13392,Dlx2,1,3,3
13393,Dlx3,1,3,3
13394,Dlx4,1,3,3
13395,Dlx5,2,4,3
13396,Dlx6,1,4,4
13400,Dmpk,3,18,16
13401,Dmwd,1,5,5
13404,Dmc1,2,14,14
13405,Dmd,6,82,79
13406,Dmp1,2,7,6
13409,Tmc1,1,21,21
13411,Dnah11,1,82,82
13417,Dnah8,1,93,93
13418,Dnajc1,2,14,13
13419,Dnase1,2,11,10
13421,Dnase1l3,1,8,8
13423,Dnase2a,3,7,6
13424,Dync1h1,1,77,77
13426,Dync1i1,5,19,17
13427,Dync1i2,9,21,19
13429,Dnm1,3,27,22
13430,Dnm2,7,24,21
13433,Dnmt1,5,43,39
13434,Trdmt1,1,11,11
13435,Dnmt3a,3,26,23
13436,Dnmt3b,9,25,24
13437,Dnpep,2,16,15
13445,Cdk2ap1,1,4,4
13446,Doc2a,5,13,11
13447,Doc2b,1,9,9
13448,Dok1,2,6,5
13449,Dok2,1,5,5
13476,Reep5,1,5,5
13478,Dpagt1,2,11,9
13479,Dpep1,1,11,11
13480,Dpm1,2,9,9
13481,Dpm2,1,4,4
13482,Dpp4,2,27,26
13483,Dpp6,4,29,26
13486,Dr1,1,3,3
13487,Slc26a3,1,21,21
13488,Drd1,2,3,2
13489,Drd2,1,8,8
13490,Drd3,1,7,7
13491,Drd4,1,4,4
13492,Drd5,1,1,1
13494,Drg1,1,9,9
13495,Drg2,1,13,13
13496,Arid3a,3,11,9
13497,Drp2,1,23,23
13498,Atn1,1,10,10
13505,Dsc1,2,17,17
13506,Dsc2,3,18,18
13507,Dsc3,2,17,17
13508,Dscam,1,33,33
13510,Dsg1a,1,15,15
13511,Dsg2,1,15,15
13512,Dsg3,1,16,16
13516,Epyc,1,8,8
13518,Dst,4,107,103
13521,Slc26a2,1,4,4
13522,Adam28,3,25,23
13524,Adam18,1,20,20
13525,Adam26a,1,2,2
13526,Adam24,1,2,2
13527,Dtna,11,31,25
13528,Dtnb,3,22,19
13529,Prl8a2,2,7,6
13531,Usp17la,1,3,3
13532,Usp17lc,1,2,2
13537,Dusp2,1,4,4
13542,Dvl1,2,17,16
13543,Dvl2,1,15,15
13544,Dvl3,2,17,16
13548,Dyrk1a,3,14,12
13549,Dyrk1b,3,14,11
13555,E2f1,2,8,7
13557,E2f3,3,9,7
13559,E2f5,1,8,8
13560,E4f1,3,16,14
13586,Ear1,1,2,2
13587,Ear2,1,2,2
13589,Mapre1,1,7,7
13590,Lefty1,1,4,4
13591,Ebf1,12,24,17
13592,Ebf2,3,17,17
13593,Ebf3,3,18,16
13595,Ebp,1,5,5
13599,Ecel1,2,19,18
13601,Ecm1,3,13,11
13602,Sparcl1,3,13,12
13603,Opn3,1,4,4
13605,Ect2,3,26,25
13607,Eda,9,14,9
13608,Edar,1,12,12
13609,S1pr1,1,2,2
13610,S1pr3,1,2,2
13611,S1pr4,1,1,1
13612,Edil3,2,11,11
13614,Edn1,1,5,5
13615,Edn2,1,5,5
13616,Edn3,1,5,5
13617,Ednra,1,8,8
13618,Ednrb,3,11,8
13619,Phc1,4,17,16
13626,Eed,1,12,12
13627,Eef1a1,1,8,8
13628,Eef1a2,1,8,8
13629,Eef2,1,14,14
13631,Eef2k,3,20,18
13636,Efna1,2,6,5
13637,Efna2,1,4,4
13638,Efna3,1,5,5
13639,Efna4,1,4,4
13640,Efna5,2,5,5
13641,Efnb1,1,5,5
13642,Efnb2,2,5,5
13643,Efnb3,1,5,5
13644,Efs,1,6,6
13645,Egf,3,25,24
13646,Klk1b22,1,5,5
13647,Egfbp2,1,6,6
13648,Klk1b9,1,5,5
13649,Egfr,2,29,28
13650,Rhbdf1,2,19,18
13653,Egr1,1,2,2
13654,Egr2,2,4,3
13655,Egr3,3,5,3
13656,Egr4,1,2,2
13660,Ehd1,1,5,5
13661,Ehf,1,9,9
13663,Ei24,2,12,11
13664,Eif1a,1,3,3
13665,Eif2s1,1,8,8
13666,Eif2ak3,2,18,17
13667,Eif2b4,3,15,13
13669,Eif3a,1,22,22
13680,Ddx19a,1,12,12
13681,Eif4a1,2,12,11
13682,Eif4a2,4,15,11
13684,Eif4e,2,11,8
13685,Eif4ebp1,1,3,3
13688,Eif4ebp2,1,3,3
13690,Eif4g2,2,22,22
13706,Cela2a,1,8,8
13709,Elf1,3,10,9
13710,Elf3,2,10,9
13711,Elf5,2,8,7
13712,Elk1,1,6,6
13713,Elk3,4,7,6
13714,Elk4,1,5,5
13716,Ell,1,12,12
13717,Eln,1,37,37
13722,Aimp1,2,8,7
13723,Emb,1,9,9
13726,Emd,1,6,6
13728,Mark2,4,20,18
13730,Emp1,3,9,6
13731,Emp2,1,5,5
13732,Emp3,2,6,5
13733,Adgre1,3,24,23
13796,Emx1,1,3,3
13797,Emx2,1,3,3
13798,En1,1,2,2
13799,En2,1,2,2
13800,Enah,4,17,15
13801,Enam,1,10,10
13803,Enc1,1,3,3
13804,Endog,1,3,3
13805,Eng,3,17,15
13806,Eno1,1,12,12
13807,Eno2,3,13,12
13808,Eno3,3,13,12
13809,Enpep,1,20,20
13813,Eomes,2,7,6
13819,Epas1,1,16,16
13821,Epb41l1,11,31,25
13822,Epb41l2,6,23,20
13823,Epb41l3,6,28,23
13824,Epb41l4a,1,24,24
13828,Epb42,1,13,13
13829,Dmtn,13,22,17
13830,Stom,1,7,7
13831,Epc1,3,16,14
13835,Epha1,1,18,18
13836,Epha2,1,17,17
13837,Epha3,2,18,17
13838,Epha4,1,18,18
13839,Epha5,1,16,16
13840,Epha6,1,18,18
13841,Epha7,3,19,17
13842,Epha8,1,17,17
13844,Ephb2,2,17,16
13845,Ephb3,1,16,16
13846,Ephb4,2,18,17
13848,Ephb6,2,18,18
13849,Ephx1,2,10,9
13850,Ephx2,4,22,19
13852,Stx2,4,13,11
13853,Epm2a,1,4,4
13854,Epn1,2,12,12
13855,Epn2,6,14,12
13856,Epo,2,6,5
13857,Epor,1,8,8
13858,Eps15,2,26,25
13859,Eps15l1,3,27,24
13860,Eps8,5,25,22
13861,Epx,1,13,13
13863,Lcn5,3,9,7
13864,Nr2f6,1,4,4
13865,Nr2f1,3,5,4
13866,Erbb2,1,27,27
13867,Erbb3,1,28,28
13869,Erbb4,1,27,27
13870,Ercc1,2,11,10
13871,Ercc2,2,23,23
13872,Ercc3,1,15,15
13874,Ereg,1,5,5
13875,Erf,1,4,4
13876,Erg,6,13,11
13877,Erh,2,5,5
13884,Ces1c,1,13,13
13885,Esd,2,11,9
13897,Ces1e,1,14,14
13909,Ces3b,2,13,13
13924,Ptprv,1,38,38
13929,Amz2,2,10,9
13972,Gnb1l,5,14,9
13982,Esr1,4,13,10
13983,Esr2,2,10,10
13984,Esx1,1,5,5
13990,Smarcad1,5,28,24
13992,Khdrbs3,1,9,9
13998,Fgd6,1,21,21
13999,Gm14288,1,3,3
14000,Drosha,2,36,35
14004,Chchd2,1,4,4
14007,Celf2,10,26,16
14008,Etv2,1,6,6
14009,Etv1,3,14,13
14011,Etv6,2,11,9
14012,Mpzl2,2,7,6
14013,Mecom,3,21,17
14017,Evi2a,2,3,2
14020,Evi5,1,18,18
14025,Bcl11a,4,10,5
14026,Evl,4,18,15
14027,Evpl,1,22,22
14028,Evx1,1,3,3
14029,Evx2,1,3,3
14030,Ewsr1,12,26,18
14038,Wfdc18,1,3,3
14042,Ext1,1,11,11
14043,Ext2,3,16,15
14048,Eya1,3,20,18
14049,Eya2,3,18,16
14050,Eya3,3,21,18
14051,Eya4,2,21,19
14055,Ezh1,1,21,21
14056,Ezh2,2,22,20
14057,Sfxn1,1,11,11
14058,F10,2,10,9
14060,F13b,1,12,12
14061,F2,1,14,14
14062,F2r,1,2,2
14063,F2rl1,1,2,2
14064,F2rl2,1,2,2
14065,F2rl3,1,2,2
14066,F3,1,6,6
14067,F5,1,25,25
14068,F7,1,8,8
14069,F8,3,27,26
14070,F8a,1,1,1
14071,F9,2,8,8
14073,Faah,1,15,15
14077,Fabp3,1,4,4
14079,Fabp2,1,4,4
14080,Fabp1,1,4,4
14081,Acsl1,2,22,21
14082,Fadd,1,2,2
14083,Ptk2,3,36,35
14084,Faf1,1,19,19
14085,Fah,1,14,14
14086,Fscn1,1,5,5
14087,Fanca,1,43,43
14088,Fancc,5,20,16
14089,Fap,1,26,26
14102,Fas,2,10,9
14103,Fasl,2,4,4
14104,Fasn,1,43,43
14105,Srsf10,4,8,6
14106,Foxh1,1,3,3
14107,Fat1,1,26,26
14109,Fau,3,5,4
14113,Fbl,1,9,9
14114,Fbln1,2,18,17
14115,Fbln2,2,18,18
14118,Fbn1,1,66,66
14119,Fbn2,1,65,65
14120,Fbp2,1,7,7
14121,Fbp1,1,7,7
14123,Fbrs,1,18,18
14125,Fcer1a,1,5,5
14126,Ms4a2,4,10,7
14127,Fcer1g,1,5,5
14128,Fcer2a,7,15,12
14129,Fcgr1,1,6,6
14130,Fcgr2b,2,8,8
14131,Fcgr3,2,7,5
14132,Fcgrt,2,8,7
14133,Fcna,1,10,10
14134,Fcnb,1,9,9
14137,Fdft1,2,11,10
14148,Fdx1,2,5,4
14149,Fdxr,1,12,12
14151,Fech,2,11,11
14154,Fem1a,1,1,1
14155,Fem1b,1,2,2
14156,Fen1,3,5,3
14158,Fer,3,24,19
14159,Fes,1,19,19
14160,Lgr5,1,18,18
14161,Fga,2,7,6
14163,Fgd1,1,18,18
14164,Fgf1,1,4,4
14165,Fgf10,1,3,3
14166,Fgf11,4,9,6
14167,Fgf12,5,10,6
14168,Fgf13,4,9,7
14169,Fgf14,2,6,5
14170,Fgf15,1,3,3
14171,Fgf17,2,6,5
14172,Fgf18,1,5,5
14173,Fgf2,1,3,3
14174,Fgf3,1,3,3
14175,Fgf4,1,3,3
14176,Fgf5,2,4,3
14177,Fgf6,1,3,3
14178,Fgf7,1,4,4
14179,Fgf8,4,8,6
14180,Fgf9,1,3,3
14181,Fgfbp1,2,3,3
14182,Fgfr1,3,19,18
14183,Fgfr2,3,20,18
14184,Fgfr3,7,23,18
14186,Fgfr4,1,18,18
14187,Akr1b8,1,10,10
14190,Fgl2,1,2,2
14191,Fgr,1,13,13
14194,Fh1,1,10,10
14198,Fhit,4,12,10
14199,Fhl1,4,13,8
14200,Fhl2,2,7,6
14201,Fhl3,1,6,6
14202,Fhl4,1,2,2
14204,Il4i1,1,8,8
14205,Vegfd,2,8,7
14208,Ppm1g,1,10,10
14211,Smc2,2,26,25
14218,Sh3pxd2a,2,15,15
14219,Ccn2,1,5,5
14221,Fjx1,1,1,1
14225,Fkbp1a,7,10,6
14226,Fkbp1b,1,4,4
14227,Fkbp2,4,9,6
14228,Fkbp4,1,10,10
14229,Fkbp5,1,11,11
14230,Fkbp10,2,11,10
14231,Fkbp7,3,6,5
14232,Fkbp8,3,11,9
14233,Foxi1,1,2,2
14234,Foxc2,1,1,1
14235,Foxm1,1,8,8
14236,Foxn2,3,7,6
14237,Foxd4,1,1,1
14238,Foxf2,1,2,2
14239,Foxs1,1,1,1
14240,Foxb2,1,1,1
14241,Foxl1,1,1,1
14245,Lpin1,4,23,21
14247,Fli1,1,9,9
14248,Flii,2,31,30
14251,Flot1,1,13,13
14252,Flot2,7,17,13
14254,Flt1,2,31,30
14255,Flt3,1,24,24
14256,Flt3l,1,9,9
14257,Flt4,1,30,30
14260,Fmn1,5,25,20
14261,Fmo1,3,11,9
14262,Fmo3,1,9,9
14263,Fmo5,4,13,9
14264,Fmod,1,3,3
14265,Fmr1,2,18,17
14266,Aff2,1,20,20
14268,Fn1,7,48,46
14269,Fnbp1,7,21,17
14270,Srgap2,1,23,23
14272,Fnta,1,9,9
14275,Folr1,4,10,7
14276,Folr2,3,8,6
14281,Fos,1,4,4
14282,Fosb,2,6,5
14283,Fosl1,1,4,4
14284,Fosl2,1,4,4
14287,Fpgs,1,15,15
14289,Fpr2,1,2,2
14290,Fpr-rs3,1,1,1
14291,Fpr-rs4,1,1,1
14293,Fpr1,1,2,2
14294,Fpr3,1,1,1
14296,Frat1,1,1,1
14297,Fxn,1,5,5
14299,Ncs1,1,8,8
14300,Frg1,1,9,9
14302,Frk,3,9,9
14308,Fshb,1,3,3
14309,Fshr,1,10,10
14311,Cidec,2,7,6
14312,Brd2,2,14,13
14313,Fst,3,8,6
14314,Fstl1,1,11,11
14317,Ftcd,1,14,14
14319,Fth1,1,4,4
14325,Ftl1,1,4,4
14339,Aktip,10,17,11
14343,Fut1,2,3,2
14344,Fut2,2,3,3
14345,Fut4,1,1,1
14347,Fut7,7,8,4
14348,Fut9,1,3,3
14349,Fv1,1,1,1
14356,Timm10b,10,15,4
14357,Dtx1,1,10,10
14359,Fxr1,3,20,17
14360,Fyn,3,15,14
14362,Fzd1,1,1,1
14365,Fzd3,1,7,7
14366,Fzd4,1,2,2
14367,Fzd5,2,3,2
14368,Fzd6,2,8,7
14369,Fzd7,1,1,1
14370,Fzd8,1,1,1
14371,Fzd9,1,1,1
14373,G0s2,1,2,2
14375,Xrcc6,1,13,13
14376,Ganab,2,25,25
14377,G6pc,1,5,5
14378,G6pc2,3,8,5
14380,G6pd2,1,1,1
14381,G6pdx,1,13,13
14385,Slc37a4,5,12,10
14387,Gaa,2,21,20
14388,Gab1,2,13,11
14389,Gab2,2,11,10
14390,Gabpa,1,10,10
14391,Gabpb1,9,15,10
14394,Gabra1,2,11,10
14395,Gabra2,1,10,10
14396,Gabra3,5,14,11
14397,Gabra4,9,12,9
14399,Gabra6,3,11,9
14400,Gabrb1,1,9,9
14401,Gabrb2,5,13,10
14402,Gabrb3,2,10,9
14403,Gabrd,1,9,9
14404,Gabre,1,9,9
14405,Gabrg1,1,9,9
14406,Gabrg2,4,13,11
14407,Gabrg3,1,10,10
14408,Gabrr1,1,10,10
14409,Gabrr2,1,9,9
14411,Slc6a12,2,17,15
14412,Slc6a13,1,15,15
14415,Gad1,2,18,17
14417,Gad2,1,16,16
14419,Gal,2,7,6
14420,Galc,1,17,17
14421,B4galnt1,6,13,11
14422,B4galnt2,1,11,11
14423,Galnt1,3,15,13
14425,Galnt3,1,11,11
14426,Galnt4,1,1,1
14427,Galr1,1,3,3
14428,Galr2,1,2,2
14429,Galr3,1,2,2
14430,Galt,9,19,11
14431,Gamt,2,7,6
14432,Gap43,1,3,3
14433,Gapdh,2,8,7
14447,Gapdhs,2,12,11
14450,Gart,2,23,22
14451,Gas1,1,1,1
14453,Gas2,3,14,10
14456,Gas6,1,15,15
14457,Gas7,4,18,14
14459,Gast,1,3,3
14460,Gata1,1,6,6
14461,Gata2,2,7,6
14462,Gata3,4,8,6
14463,Gata4,2,8,7
14464,Gata5,1,6,6
14465,Gata6,1,7,7
14466,Gba,2,12,12
14467,Nipsnap2,1,10,10
14468,Gbp2b,1,11,11
14469,Gbp2,1,11,11
14470,Rabac1,1,5,5
14472,Gbx2,1,2,2
14473,Gc,1,13,13
14479,Usp15,2,22,22
14489,Mtpn,1,4,4
14525,Gcsam,2,6,6
14526,Gcg,1,6,6
14527,Gcgr,1,14,14
14528,Gch1,1,6,6
14531,Gcm1,1,6,6
14533,Bloc1s1,1,4,4
14534,Kat2a,2,19,18
14536,Nr6a1,3,13,11
14537,Gcnt1,3,5,3
14538,Gcnt2,3,5,3
14539,Opn1mw,1,6,6
14544,Gda,1,14,14
14545,Gdap1,1,6,6
14547,Gdap2,1,14,14
14548,Mrps33,2,4,3
14555,Gpd1,1,8,8
14559,Gdf1,2,8,8
14560,Gdf10,1,3,3
14561,Gdf11,1,3,3
14562,Gdf3,1,2,2
14563,Gdf5,1,2,2
14566,Gdf9,1,2,2
14567,Gdi1,1,11,11
14569,Gdi2,1,11,11
14570,Arhgdig,1,6,6
14571,Gpd2,2,18,17
14573,Gdnf,4,6,3
14579,Gem,1,5,5
14580,Gfap,2,10,9
14581,Gfi1,2,8,7
14582,Gfi1b,2,8,7
14583,Gfpt1,1,19,19
14584,Gfpt2,1,19,19
14585,Gfra1,2,11,11
14586,Gfra2,3,9,9
14587,Gfra3,1,8,8
14588,Gfra4,4,8,6
14590,Ggh,1,9,9
14593,Ggps1,6,7,6
14594,Ggta1,4,9,9
14595,B4galt1,1,6,6
14598,Ggt1,2,15,14
14599,Gh,1,5,5
14600,Ghr,3,13,11
14601,Ghrh,2,6,5
14602,Ghrhr,1,13,13
14603,Cblif,1,9,9
14605,Tsc22d3,2,6,4
14607,Gip,1,6,6
14608,Gpr83,2,4,4
14609,Gja1,1,2,2
14610,Gja10,1,1,1
14611,Gja3,2,3,2
14612,Gja4,1,2,2
14613,Gja5,2,3,3
14615,Gjc1,4,7,3
14616,Gja8,1,2,2
14617,Gjd2,1,2,2
14618,Gjb1,4,5,2
14619,Gjb2,1,2,2
14620,Gjb3,2,3,2
14621,Gjb4,1,2,2
14622,Gjb5,1,2,2
14623,Gjb6,2,4,3
14625,Gykl1,1,1,1
14626,Gk2,1,1,1
14628,Ostm1,1,6,6
14629,Gclc,1,16,16
14630,Gclm,1,7,7
14632,Gli1,1,13,13
14633,Gli2,1,14,14
14634,Gli3,1,15,15
14635,Galk1,1,8,8
14645,Glul,1,7,7
14651,Hagh,2,11,9
14652,Glp1r,1,13,13
14654,Glra1,2,10,9
14657,Glra4,1,9,9
14658,Glrb,8,15,11
14659,Glrp1,1,3,3
14660,Gls,2,19,18
14661,Glud1,1,13,13
14663,Glycam1,2,5,4
14664,Slc6a9,4,18,14
14667,Gm2a,1,4,4
14670,Gnl1,1,12,12
14672,Gna11,1,7,7
14673,Gna12,1,4,4
14674,Gna13,2,5,4
14675,Gna14,1,7,7
14676,Gna15,1,7,7
14677,Gnai1,1,8,8
14678,Gnai2,1,9,9
14679,Gnai3,1,9,9
14680,Gnal,2,13,12
14681,Gnao1,2,11,9
14682,Gnaq,1,7,7
14683,Gnas,11,23,13
14685,Gnat1,1,9,9
14686,Gnat2,1,9,9
14687,Gnaz,2,5,4
14688,Gnb1,3,13,12
14693,Gnb2,1,10,10
14694,Rack1,1,8,8
14695,Gnb3,1,10,10
14696,Gnb4,4,14,11
14697,Gnb5,2,13,13
14699,Gngt1,1,3,3
14700,Gng10,1,3,3
14701,Gng12,6,8,5
14702,Gng2,6,8,6
14704,Gng3,1,3,3
14705,Bscl2,3,14,12
14706,Gng4,2,5,4
14707,Gng5,1,3,3
14708,Gng7,2,5,4
14709,Gng8,1,4,4
14710,Gngt2,4,6,4
14711,Gnmt,2,7,6
14712,Gnpat,1,16,16
14714,Gnrh1,1,4,4
14715,Gnrhr,3,4,3
14718,Got1,1,9,9
14719,Got2,1,10,10
14723,Gp1ba,1,2,2
14724,Gp1bb,2,3,2
14725,Lrp2,1,79,79
14726,Pdpn,2,6,6
14727,Lilr4b,3,11,9
14728,Lilrb4a,2,11,9
14729,Gp5,1,2,2
14731,Gpaa1,1,12,12
14732,Gpam,2,24,23
14733,Gpc1,1,9,9
14734,Gpc3,1,8,8
14735,Gpc4,1,9,9
14738,Gpr12,6,7,2
14739,S1pr2,1,2,2
14744,Gpr65,1,2,2
14745,Lpar1,3,6,4
14747,Cmklr1,2,6,5
14748,Gpr3,1,2,2
14751,Gpi1,1,18,18
14755,Pigq,3,12,12
14756,Gpld1,1,26,26
14758,Gpm6b,9,11,9
14760,Gpr19,12,13,5
14761,Gpr27,1,1,1
14762,Gpr33,1,2,2
14763,Gpr37,1,2,2
14764,Ptgdr2,1,3,3
14765,Gpr50,2,4,3
14766,Adgrg1,2,15,14
14767,Nmur1,2,5,3
14768,Lancl1,3,12,10
14772,Grk4,2,17,16
14773,Grk5,1,16,16
14775,Gpx1,3,5,3
14776,Gpx2,1,2,2
14778,Gpx3,2,6,6
14780,Gpx5,1,5,5
14782,Gsr,1,13,13
14783,Grb10,3,19,18
14784,Grb2,3,8,6
14786,Grb7,1,15,15
14787,Rhpn1,2,16,15
14788,Gpr162,2,6,6
14789,P3h3,1,15,15
14790,Grcc10,1,3,3
14791,Emg1,1,6,6
14792,Lpcat3,1,13,13
14793,Cdca3,1,6,6
14794,Spsb2,5,8,3
14797,Tle5,2,8,7
14799,Gria1,3,19,16
14800,Gria2,5,19,16
14802,Gria4,3,19,17
14803,Grid1,1,16,16
14804,Grid2,1,16,16
14805,Grik1,3,19,17
14806,Grik2,3,19,18
14807,Grik3,1,16,16
14809,Grik5,2,21,20
14810,Grin1,3,22,20
14811,Grin2a,1,14,14
14812,Grin2b,2,16,15
14813,Grin2c,1,15,15
14814,Grin2d,1,12,12
14815,Nr3c1,5,13,9
14816,Grm1,2,10,10
14823,Grm8,3,13,11
14824,Grn,1,13,13
14825,Cxcl1,1,4,4
14827,Pdia3,1,13,13
14828,Hspa5,2,9,9
14829,Grpr,1,3,3
14836,Gsc,1,3,3
14840,Gsg1,3,8,7
14841,Haspin,1,1,1
14842,Gsx1,1,2,2
14843,Gsx2,1,2,2
14852,Gspt1,2,16,15
14853,Gspt2,1,1,1
14854,Gss,2,13,13
14857,Gsta1,1,7,7
14858,Gsta2,1,7,7
14859,Gsta3,3,11,8
14860,Gsta4,1,7,7
14862,Gstm1,1,8,8
14863,Gstm2,1,8,8
14864,Gstm3,1,8,8
14865,Gstm4,2,9,8
14866,Gstm5,1,8,8
14867,Gstm6,1,8,8
14869,Gstp2,1,7,7
14870,Gstp1,1,7,7
14871,Gstt1,2,6,5
14872,Gstt2,1,5,5
14873,Gsto1,1,6,6
14874,Gstz1,5,15,10
14884,Gtf2h1,4,19,16
14885,Gtf2h4,1,14,14
14886,Gtf2i,11,39,35
14894,Cfap20,1,6,6
14897,Trip12,1,41,41
14904,Gtpbp1,1,12,12
14911,Thumpd3,2,11,10
14912,Nkx6-2,1,3,3
14913,Guca1a,1,4,4
14915,Guca2a,1,3,3
14916,Guca2b,1,3,3
14917,Gucy2c,2,27,27
14918,Gucy2d,1,19,19
14919,Gucy2e,1,19,19
14923,Guk1,2,9,8
14924,Magi1,8,31,25
14933,Gk,5,22,21
14934,Gypa,1,8,8
14936,Gys1,1,16,16
14938,Gzma,1,5,5
14939,Gzmb,1,5,5
14940,Gzmc,1,5,5
14941,Gzmd,1,5,5
14942,Gzme,1,5,5
14943,Gzmf,1,5,5
14944,Gzmg,1,5,5
14945,Gzmk,1,5,5
14950,H13,4,16,13
14957,Hist1h1d,1,1,1
14958,H1f0,1,1,1
14960,H2-Aa,1,5,5
14961,H2-Ab1,1,6,6
14962,Cfb,2,19,18
14963,H2-Bl,1,6,6
14964,H2-D1,1,8,8
14969,H2-Eb1,1,6,6
14972,H2-K1,2,10,8
14976,Pfdn6,2,6,5
14977,Slc39a7,2,9,8
14979,H2-Ke6,1,9,9
14980,H2-L,1,12,12
14985,H2-M10.1,2,7,6
